url,favs_lognorm
https://habrahabr.ru/post/314080/,0.5294985605618002
https://habrahabr.ru/company/plesk/blog/313732/,-1.1697326496823244
https://habrahabr.ru/company/etagi/blog/314000/,0.2680793996338
https://habrahabr.ru/company/knopka/blog/314030/,0.5652502135496873
https://geektimes.ru/company/audiomania/blog/282058/,1.0363277167698788
https://habrahabr.ru/company/pechkin/blog/314066/,0.345159392719205
https://habrahabr.ru/company/first/blog/314106/,0.6805631624005339
https://habrahabr.ru/company/vasexperts/blog/313558/,0.4599384026947622
https://habrahabr.ru/post/314108/,1.8358896308051167
https://habrahabr.ru/company/cbs/blog/313830/,0.30579421464615264
https://habrahabr.ru/company/jugru/blog/313908/,0.540413979047463
https://habrahabr.ru/post/314110/,0.345412588539652
https://habrahabr.ru/company/pt/blog/314112/,-0.06596549833870466
https://habrahabr.ru/company/solarsecurity/blog/312056/,-0.4309832958556518
https://habrahabr.ru/post/314114/,0.5944973685724224
https://habrahabr.ru/post/314118/,1.149874519551702
https://habrahabr.ru/post/314122/,0.5217407865732071
https://geektimes.ru/company/dadget/blog/281786/,0.13674828383731957
https://habrahabr.ru/company/kickidler/blog/314042/,-0.6284081078453849
https://habrahabr.ru/company/it-grad/blog/312042/,0.1084895421607017
https://habrahabr.ru/company/1cloud/blog/314022/,-0.05162852315321311
https://habrahabr.ru/post/314126/,-0.7394466259415363
https://habrahabr.ru/post/313966/,0.41796388119506317
https://habrahabr.ru/company/piter/blog/314120/,0.7238196109128775
https://geektimes.ru/post/282094/,-0.15219427987080114
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.24035914271443787
https://habrahabr.ru/company/ru_mts/blog/314134/,0.43284846811104455
https://habrahabr.ru/post/314028/,0.38589534454229724
https://habrahabr.ru/post/314136/,-0.08782076789995885
https://habrahabr.ru/post/313904/,-0.2891627952877245
https://habrahabr.ru/post/314140/,0.2872258197824971
https://habrahabr.ru/company/acronis/blog/309688/,0.24491511232041233
https://geektimes.ru/post/282096/,-0.03133122545939072
https://habrahabr.ru/post/314142/,0.05868689990729569
https://habrahabr.ru/company/ivideon/blog/314138/,0.6890775237452619
https://geektimes.ru/post/282104/,0.2358838368470288
https://geektimes.ru/post/282102/,-0.16907114319280078
https://geektimes.ru/post/282016/,0.04355126615092332
https://geektimes.ru/company/piter/blog/282106/,0.8277912813731746
https://habrahabr.ru/post/314150/,0.016776700420837457
https://habrahabr.ru/company/mailru/blog/313880/,1.432987329868225
https://geektimes.ru/company/comfortway/blog/282108/,-0.3468534002338306
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.42430827878057037
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.46848301196038594
https://habrahabr.ru/company/npl/blog/314160/,0.4101716914382002
https://habrahabr.ru/company/edison/blog/314094/,-0.2586109418406115
https://geektimes.ru/post/282112/,-0.4591995310437444
https://habrahabr.ru/company/ruvds/blog/314166/,0.10947977267395173
https://geektimes.ru/company/gearbest/blog/282114/,0.035817601027629736
https://habrahabr.ru/post/314172/,1.1309189210792159
https://geektimes.ru/post/282116/,0.20412509302473086
